Date,Close,High,Low,Open,Volume,sentiment_score
2010-01-04,6.412383079528809,6.427064888954929,6.363543460401331,6.39500453775006,493729600,0.0
2010-01-05,6.4234700202941895,6.459725290605371,6.389611445497968,6.430062033095977,601904800,0.0
2010-01-06,6.321295738220215,6.448938266901206,6.314703725923095,6.423469528529809,552160000,0.0
2010-01-07,6.309609413146973,6.35215745553289,6.2637661647555,6.344666532568945,477131200,0.0
2010-01-08,6.351559162139893,6.352158836156636,6.264067963250084,6.301221349029273,447610800,0.0
2010-01-11,6.295528411865234,6.382121091125056,6.2457894776861576,6.376128352055447,462229600,0.0
2010-01-12,6.2239155769348145,6.285340348320906,6.184963975653417,6.267961006095432,594459600,0.0
2010-01-13,6.311708450317383,6.320098286135542,6.115451420213252,6.228412166468543,605892000,0.0
2010-01-14,6.275153160095215,6.306015366554697,6.262868444932306,6.295528473130166,432894000,0.0
2010-01-15,6.1702799797058105,6.340170460685832,6.168482158738376,6.320094793216149,594067600,0.0
2010-01-19,6.443246841430664,6.447741396717821,6.209535967239867,6.242195202178268,730007600,0.0
2010-01-20,6.344069004058838,6.458527130824762,6.277251157199408,6.4393507640199505,612152800,0.0
2010-01-21,6.234403133392334,6.391409703168886,6.208635154417112,6.354555556501909,608154400,0.0
2010-01-22,5.925185680389404,6.217324935919149,5.9075078986155605,6.195751873393717,881767600,0.0
2010-01-25,6.084588050842285,6.133427271282473,5.998294613398157,6.067808782451741,1065699600,0.0
2010-01-26,6.170582294464111,6.403395010144516,6.0699066768912555,6.170881931422055,1867110000,0.0
2010-01-27,6.228710174560547,6.309609746550187,5.978518534985298,6.197847970367608,1722568400,0.0
2010-01-28,5.971328258514404,6.157398813283011,5.953650477678382,6.14032030637698,1173502400,0.0
2010-01-29,5.754695892333984,6.0585209718287905,5.700462802205497,6.0249624320878645,1245952400,0.0
2010-02-01,5.834696292877197,5.8727493827024215,5.731923226685821,5.763983577940364,749876400,0.0
2010-02-02,5.868553638458252,5.882336935227896,5.79424569090293,5.870052222938982,698342400,0.0
2010-02-03,5.969531059265137,5.998595447851356,5.825408864467199,5.847881239136062,615328000,0.0
2010-02-04,5.754396438598633,5.94376219139486,5.740013864923577,5.894622531437086,757652000,0.0
2010-02-05,5.856569766998291,5.87275016328978,5.718440324978769,5.7717749052482965,850306800,0.0
2010-02-08,5.816418647766113,5.929079728870104,5.812823004742717,5.8634608438902935,478270800,0.0
2010-02-09,5.878442287445068,5.917693523620398,5.835295371279979,5.885333536521226,632886800,0.0
2010-02-10,5.84637975692749,5.890725607312057,5.8206117898819,5.869450992527786,370361600,0.0
2010-02-11,5.952751159667969,5.985111551799704,5.814621719363881,5.839191550414985,550345600,0.0
2010-02-12,6.003986835479736,6.041740283839114,5.857767232322593,5.935970461024799,655468800,0.0
2010-02-16,6.094475269317627,6.1031643392834765,6.038144732815726,6.050729082443522,543737600,0.0
2010-02-17,6.06900691986084,6.1217414134330035,6.018368684415805,6.118145770676012,436396800,0.0
2010-02-18,6.080391883850098,6.109156623784818,6.0201660721563925,6.04143949017106,422825200,0.0
2010-02-19,6.04263973236084,6.088483383933846,6.025860463824459,6.048333234251734,415469600,0.0
2010-02-22,6.005186080932617,6.067509365824225,5.968331936561997,6.062715574716663,390563600,0.0
2010-02-23,5.904510974884033,6.032453162044828,5.86406118366595,5.992602244723547,575094800,0.0
2010-02-24,6.012377738952637,6.035748620632016,5.927881320364654,5.93956716125367,460566400,0.0
2010-02-25,6.052527904510498,6.07829588182054,5.899417025235324,5.914098835570021,665126000,0.0
2010-02-26,6.131030559539795,6.147510190950099,6.052527682651459,6.063913486156062,507460800,0.0
2010-03-01,6.261968612670898,6.2772492941238,6.155899152736769,6.164887859482462,550093600,0.0
2010-03-02,6.25777530670166,6.317101826619901,6.224516003049805,6.290134899343951,566546400,0.0
2010-03-03,6.272156715393066,6.288337111876648,6.230508776493886,6.260471673586981,372052800,0.0
2010-03-04,6.313505172729492,6.319797548497242,6.251181889082599,6.270658690317813,366041200,0.0
2010-03-05,6.560401916503906,6.5828742908380224,6.430961536400636,6.440250283145818,899620400,0.0
2010-03-08,6.564295768737793,6.594557898173138,6.539426303882049,6.592161202809905,429889600,0.0
2010-03-09,6.682349681854248,6.741676191025543,6.5286395443886835,6.54122389481149,920259200,0.0
