Date,Close,High,Low,Open,Volume,RSI,SMA_20,EMA_20,MACD,MACD_SIGNAL,BB_LOWER,BB_MIDDLE,BB_UPPER,ret_1,ret_5,ret_10,log_ret,vol_10,vol_20,vol_ratio,scaled_ret_1,mom_5,mom_10,mom_diff,ma_5,ma_10,ma_20,ma_ratio_5_10,ma_ratio_10_20,trend_strength,volume_chg,volume_ma_10,volume_ratio,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,ret_lag_7,ret_lag_10,ret_lag_14,day_of_week,month,is_month_start,is_month_end,target,stock,pred,position
2022-10-25,243.56304931640625,243.93228026742983,238.86979966752605,240.25930485991768,34775500,57.91152639804457,231.417928314209,233.74730522849464,-1.5093143074898308,-4.144364920252275,216.3957334524511,231.417928314209,246.44012317596687,0.0137916816502612,0.0509852846305394,0.1120182547090351,0.0136974419033544,0.0203695046224788,0.0244752484418994,0.8322151440336517,0.6770417280209219,0.0509852846305394,0.1120182547090351,-0.0610329700784957,235.66517944335936,230.99330444335936,231.41792831420895,1.020225153327531,0.9981651211125134,0.0174379945606317,0.3959785156877227,27690930.0,1.2558444227044288,0.0211878507881244,0.0252805116588517,-0.0013953635389176,0.0040837568473881,-0.0242487605181237,-0.0167503405086517,0.0012855865337917,1,10,0,0,0,xg_MSFT,0.5313544360468266,9.57731605701206
2022-10-26,224.7705993652344,231.55296912820415,223.5462644989959,224.62483744809148,82543200,42.6127094066206,230.9442291259766,232.89238086056508,-2.095546853968557,-3.7346013069955313,215.7014617712278,230.9442291259766,246.18699648072536,-0.0771564077716857,-0.0218200778556142,0.0246732962035125,-0.0802955147125361,0.0346004969049164,0.0300000605121557,1.153309126885602,-2.229857511185386,-0.0218200778556142,0.0246732962035125,-0.0464933740591267,234.6623962402344,231.53453369140624,230.94422912597656,1.013509270081486,1.0025560481318962,0.016542052762942,1.3736021049301952,33754860.0,2.4453723108316123,0.0137916816502612,0.0211878507881244,0.0252805116588517,-0.0084696961257179,0.0392457942420125,0.0015084072175597,-0.0096708259258895,2,10,0,0,0,xg_MSFT,0.45879079781067816,8.269403954490283
2022-10-27,220.3300018310547,227.0735112053549,219.3874643636516,224.49853205636384,40424600,39.92848764494928,230.42194747924808,231.6959638101355,-2.8852006825235605,-3.5647211821011373,214.45618062350349,230.42194747924808,246.3877143349927,-0.019756131570233,-0.0398053084339855,-0.0319758334973014,-0.0199538929378872,0.0329392922726714,0.0301345529524102,1.093037593326686,-0.5997558068609947,-0.0398053084339855,-0.0319758334973014,-0.007829474936684,232.8356201171875,230.80673828125,230.42194747924805,1.008790392564125,1.001669939891627,0.0109548069617418,-0.5102612934802624,33542140.0,1.2051884584584882,-0.0771564077716857,0.0137916816502612,0.0211878507881244,-0.0013953635389176,0.0040837568473881,0.0376080995746623,-0.050852892113519,3,10,0,0,1,xg_MSFT,0.5436550683595112,9.79902690643328
2022-10-28,229.1917724609375,229.9011145363862,219.64981530818488,219.83443818188343,40647700,47.09110442110424,230.5662422180176,231.45746939592615,-2.7640736810586475,-3.4045916818926396,214.7052871181287,230.5662422180176,246.42719731790652,0.0402204445887395,-0.0258137772105736,0.0319828334389571,0.0394326566423837,0.0345330630489346,0.0312395082828688,1.1053937642836404,1.1646600787097443,-0.0258137772105736,0.0319828334389571,-0.0577966106495307,231.62100524902343,231.517041015625,230.5662422180176,1.0004490565054838,1.0041237554485898,0.0046020981454978,0.0055189166992375,34587050.0,1.1752288790168235,-0.019756131570233,-0.0771564077716857,0.0137916816502612,0.0252805116588517,-0.0084696961257179,-0.0242487605181237,-0.0213030322431211,4,10,0,0,0,xg_MSFT,0.4443707989606291,8.009492909884832
2022-10-31,225.5576934814453,228.2686935125121,224.6054296076982,227.14153310691304,28357300,44.735440100964105,230.1479309082031,230.89558597549944,-2.927572231767158,-3.3091877918675436,214.21868680073285,230.1479309082031,246.07717501567345,-0.0158560621110932,-0.0611526911594401,-0.0227339334337915,-0.0159831142851318,0.0325720809570159,0.0304762426627772,1.0687345084795743,-0.4867842293462261,-0.0611526911594401,-0.0227339334337915,-0.0384187577256485,228.68262329101563,230.9923309326172,230.1479309082031,0.9900009336575104,1.0036689446699865,-0.0064963761358379,-0.3023639713932153,34608550.0,0.8193726694703818,0.0402204445887395,-0.019756131570233,-0.0771564077716857,0.0211878507881244,-0.0013953635389176,0.0392457942420125,-0.0167503405086517,0,10,0,1,0,xg_MSFT,0.5350775035998118,9.644421913738931
2022-11-01,221.7097930908203,229.0654698713663,220.8935796720303,227.95774742393272,30592300,42.32137782714193,229.14174804687505,230.02074855791096,-3.3292617572807615,-3.3132025849501874,213.78856142977745,229.14174804687505,244.49493466397263,-0.0170594952060082,-0.0897232001607803,-0.0433124784284011,-0.0172066847826082,0.0328324034980997,0.0294922015355643,1.1132193789985387,-0.5195774238572489,-0.0897232001607803,-0.0433124784284011,-0.0464107217323792,224.31197204589844,229.98857574462892,229.141748046875,0.975317888376188,1.0036956499850944,-0.0217842249259512,0.0788156841448233,35034820.0,0.873197008005154,-0.0158560621110932,0.0402204445887395,-0.019756131570233,0.0137916816502612,0.0252805116588517,0.0040837568473881,0.0015084072175597,1,11,1,0,0,xg_MSFT,0.47421195872321115,8.547360290235172
2022-11-02,213.86827087402344,224.75116008206984,213.8099572114699,222.96325992629187,38407000,37.840022501458165,227.7279441833496,228.4824173499217,-4.231570003883121,-3.4968760687367744,212.209491465905,227.7279441833496,243.24639690079425,-0.0353684070851335,-0.0485042462047963,-0.069265957631894,-0.0360090195356272,0.0343148507448329,0.0302803382737882,1.1332012619315517,-1.0306725993223134,-0.0485042462047963,-0.069265957631894,0.0207617114270977,222.13150634765623,228.3969512939453,227.7279441833496,0.9725677382697396,1.002937747113095,-0.0261676863651732,0.2554466319956328,36876950.0,1.0414906872721026,-0.0170594952060082,-0.0158560621110932,0.0402204445887395,-0.0771564077716857,0.0211878507881244,-0.0084696961257179,0.0376080995746623,2,11,0,0,0,xg_MSFT,0.5153413735758096,9.288691082942787
2022-11-03,208.18392944335935,214.1695246254523,207.92156981485337,213.85857768399836,36633900,34.95086036141839,226.1470100402832,226.54922802548717,-5.343735382397995,-3.866247931469019,209.41324256154556,226.1470100402832,242.88077751902088,-0.0265787038321938,-0.0551267293911645,-0.092737701358778,-0.0269383036961494,0.0348100562753365,0.0306296323738635,1.1364458901945231,-0.7635132821587124,-0.0551267293911645,-0.092737701358778,0.0376109719676134,219.7022918701172,226.26895599365236,226.1470100402832,0.970978501691945,1.0005392331003953,-0.0309568475693481,-0.0461660634780117,38359240.0,0.9550215280594466,-0.0353684070851335,-0.0170594952060082,-0.0158560621110932,-0.019756131570233,0.0137916816502612,-0.0013953635389176,-0.0242487605181237,3,11,0,0,1,xg_MSFT,0.5473091803721062,9.86488988466061
2022-11-04,215.12173461914065,215.31606900887368,207.3871013629504,211.39046095991677,36789100,40.88359808970753,225.5226989746094,225.46089532012084,-5.600749606443912,-4.213148266463998,208.10089064662156,225.5226989746094,242.94450730259723,0.0333253637508503,-0.0613898033542843,-0.0856188778580696,0.0327821102940726,0.0357732896911687,0.0300049343373717,1.192207157722596,0.931545085550002,-0.0613898033542843,-0.0856188778580696,0.0242290745037853,216.8882843017578,224.25464477539063,225.52269897460937,0.9671518042312532,0.9943772657697684,-0.0401373421804088,0.0042365131749555,39408180.0,0.93353968643056,-0.0265787038321938,-0.0353684070851335,-0.0170594952060082,0.0402204445887395,-0.0771564077716857,0.0252805116588517,0.0392457942420125,4,11,0,0,1,xg_MSFT,0.5029410813879245,9.065183929476195
2022-11-07,221.41830444335935,221.9430237085704,215.01489088874337,215.70479515914553,33498000,45.72202143660354,225.45565338134767,225.0758866651912,-5.2359973503434105,-4.417718083239881,207.9788326929844,225.45565338134767,242.93247406971096,0.0292697984951002,-0.0183517971575041,-0.0783822265331506,0.0288496173294579,0.0365959663943386,0.0304543068225434,1.2016285571370382,0.7997875610703106,-0.0183517971575041,-0.0783822265331506,0.0600304293756465,216.06040649414064,222.37151489257812,225.45565338134764,0.9716190789927108,0.9863204207013038,-0.0424321146836818,-0.0894585624546401,40266860.0,0.8318999792881583,0.0333253637508503,-0.0265787038321938,-0.0353684070851335,-0.0158560621110932,-0.019756131570233,0.0211878507881244,0.0040837568473881,0,11,0,0,1,xg_MSFT,0.487168317108281,8.780890173084964
