run_id,stock,model,position,returns,strategy_ret,equity,date
20260420_0345,xg_AAPL_rf,xgboost,0.0,0.0193376736124641,0.0,1.0,
20260420_0345,xg_AAPL_rf,xgboost,8.25491850311221,-0.0196270973822687,-0.16614754859483122,0.8338524514051688,
20260420_0345,xg_AAPL_rf,xgboost,8.348365484947076,-0.0304654070079679,-0.2543830758411014,0.6217345000190795,
20260420_0345,xg_AAPL_rf,xgboost,9.029309751919545,0.075552557438197,0.6818469715256875,1.0456622859501263,
20260420_0345,xg_AAPL_rf,xgboost,7.3632530522539295,-0.0154102414534069,-0.11430253576760119,0.9261404351094804,
20260420_0345,xg_AAPL_rf,xgboost,7.982638725381523,-0.0175428078316008,-0.1403475899850266,0.7961588570541809,
20260420_0345,xg_AAPL_rf,xgboost,7.032599931317839,-0.0373048155463102,-0.26282486264583754,0.5869085148046488,
20260420_0345,xg_AAPL_rf,xgboost,7.458526206391397,-0.042405208250015,-0.31649332015775833,0.4011558903252666,
20260420_0345,xg_AAPL_rf,xgboost,8.630237521005501,-0.0019472997946026,-0.017391515409332717,0.39417918147713016,
20260420_0345,xg_AAPL_rf,xgboost,8.715441877019318,0.0039021983392297,0.03396678064015085,0.40756817926727806,
20260420_0345,xg_AAPL_rf,xgboost,9.108681984109715,0.0041750701518028,0.03783276622057518,0.4229876109124424,
20260420_0345,xg_AAPL_rf,xgboost,8.900667886477855,-0.0331898974202985,-0.295516261173161,0.2979878936130297,
20260420_0345,xg_AAPL_rf,xgboost,7.809777851353826,0.0889743666672528,0.694324593118583,0.5048882166001601,
20260420_0345,xg_AAPL_rf,xgboost,6.112792327725637,0.0192689918196879,0.11693885259658215,0.5639292653389175,
20260420_0345,xg_AAPL_rf,xgboost,7.631402542840029,-0.0094856024251294,-0.07314775557505925,0.5226791052762837,
20260420_0345,xg_AAPL_rf,xgboost,7.610050365934657,0.011869341264211,0.09031560874265956,0.5698851868463799,
20260420_0345,xg_AAPL_rf,xgboost,7.476891430355249,-0.0083313123906844,-0.0623588976853104,0.5343477747874524,
20260420_0345,xg_AAPL_rf,xgboost,6.857334130353242,0.0129714943882579,0.08864009254028543,0.5817124109933078,
20260420_0345,xg_AAPL_rf,xgboost,6.984663014465516,0.003781750658939,0.026350589515365692,0.5970408759513862,
20260420_0345,xg_AAPL_rf,xgboost,8.71313793522879,-0.0216800757251175,-0.18976572769953576,0.4837429796601032,
20260420_0345,xg_AAPL_rf,xgboost,6.81103261654541,0.0146612158159584,0.0989069664613624,0.5315885303252645,
20260420_0345,xg_AAPL_rf,xgboost,6.6095373064477565,0.0059261733784061,0.039068516374003825,0.5523569055265098,
20260420_0345,xg_AAPL_rf,xgboost,6.854012139131464,-0.0195934757104282,-0.13441615778339422,0.47811121256051115,
20260420_0345,xg_AAPL_rf,xgboost,7.15771358101441,-0.0262642175406716,-0.1881435973065235,0.3881576491167927,
20260420_0345,xg_AAPL_rf,xgboost,8.3807421991679,-0.0211484548820528,-0.17785126258629502,0.319123321138843,
20260420_0345,xg_AAPL_rf,xgboost,8.270750826414792,0.0485938638195406,0.40185274365777673,0.4473639033036689,
20260420_0345,xg_AAPL_rf,xgboost,6.813853301749042,0.0018915650713675,0.012160398144677726,0.45280402648339857,
20260420_0345,xg_AAPL_rf,xgboost,7.381844122285807,-0.0033712308463127,-0.025169896017990395,0.44140699622028406,
20260420_0345,xg_AAPL_rf,xgboost,5.973990172109987,-0.007983122279667,-0.048395021016570845,0.420045095361342,
20260420_0345,xg_AAPL_rf,xgboost,8.462228527390698,-0.0253700671545985,-0.21593142519510153,0.3293441592737551,
20260420_0345,xg_AAPL_rf,xgboost,8.082789412428346,-0.0137851975676537,-0.11161256850554549,0.2925852117349118,
20260420_0345,xg_AAPL_rf,xgboost,8.531499230131839,0.0121329555179598,0.10328794575184613,0.32280573721237976,
20260420_0345,xg_AAPL_rf,xgboost,7.882367761211821,-0.003434893365064,-0.02739965845844087,0.31396097026433534,
20260420_0345,xg_AAPL_rf,xgboost,7.529687669602363,0.0163901101405803,0.1232360701831474,0.35265228643060004,
