run_id,stock,model,position,returns,strategy_ret,equity,date
20260417_0729,xg_MSFT_rf,xgboost,0.0,0.0137916816502612,0.0,1.0,
20260417_0729,xg_MSFT_rf,xgboost,9.577316057012062,-0.0771564077716857,-0.7437399610816418,0.25626003891835825,
20260417_0729,xg_MSFT_rf,xgboost,8.26940395449028,-0.019756131570233,-0.1640253885835759,0.21422688645633226,
20260417_0729,xg_MSFT_rf,xgboost,9.79902690643328,0.0402204445887395,0.3933564072377957,0.29849440484653433,
20260417_0729,xg_MSFT_rf,xgboost,8.009492909884834,-0.0158560621110932,-0.1278937840557688,0.26031882589123645,
20260417_0729,xg_MSFT_rf,xgboost,9.64442191373893,-0.0170594952060082,-0.16534643390407675,0.21727603635202425,
20260417_0729,xg_MSFT_rf,xgboost,8.547360290235172,-0.0353684070851335,-0.3028550490600943,0.15147289170304912,
20260417_0729,xg_MSFT_rf,xgboost,9.288691082942789,-0.0265787038321938,-0.24725203467862966,0.1140209110308145,
20260417_0729,xg_MSFT_rf,xgboost,9.864889884660608,0.0333253637508503,0.32846294436753953,0.1514725551874651,
20260417_0729,xg_MSFT_rf,xgboost,9.065183929476197,0.0292697984951002,0.2649362539591967,0.19160312653645978,
20260417_0729,xg_MSFT_rf,xgboost,8.780890173084966,0.0043884343254401,0.038392212965290114,0.19895919457526295,
20260417_0729,xg_MSFT_rf,xgboost,8.811262285057046,-0.0190502622722483,-0.16787204353589263,0.16555950800165828,
20260417_0729,xg_MSFT_rf,xgboost,9.937578339671584,0.0822681782576517,0.8169833082701731,0.30081886256443524,
20260417_0729,xg_MSFT_rf,xgboost,8.214064346191531,0.0169972612435753,0.13875484056701498,0.34255893587911423,
20260417_0729,xg_MSFT_rf,xgboost,8.199069168408247,-0.0225002019244817,-0.18448820947086947,0.27936085116053005,
20260417_0729,xg_MSFT_rf,xgboost,8.704458100879332,0.0017387187739239,0.01488191025059733,0.2835182742750315,
20260417_0729,xg_MSFT_rf,xgboost,7.52983544291985,0.0018236378641993,0.013144381695918804,0.2872449466898707,
20260417_0729,xg_MSFT_rf,xgboost,8.165538881388239,-0.0002068425698722,-0.0020068327658519067,0.2866684941190281,
20260417_0729,xg_MSFT_rf,xgboost,9.712087056216191,-0.001903306459618,-0.019258352117882616,0.2811477313181807,
20260417_0729,xg_MSFT_rf,xgboost,11.153803501658768,0.0034409239034858,0.03765853086091998,0.2917353418345041,
20260417_0729,xg_MSFT_rf,xgboost,8.76855254148481,0.0123114660790002,0.10676111169633427,0.3228813312498659,
20260417_0729,xg_MSFT_rf,xgboost,7.805381461093303,0.0104068355530562,0.08074773575427577,0.3489532676656189,
20260417_0729,xg_MSFT_rf,xgboost,9.940760316231255,-0.000363430699787,-0.004680466905711741,0.34732000344467,
20260417_0729,xg_MSFT_rf,xgboost,9.086745546823254,-0.0231526123628066,-0.21080890466976188,0.2741018539486012,
20260417_0729,xg_MSFT_rf,xgboost,9.83861857088231,-0.0059148471355501,-0.058569861383782784,0.25804774635779376,
20260417_0729,xg_MSFT_rf,xgboost,8.691426259892104,0.0616236252283604,0.535023598384026,0.3961093801690291,
20260417_0729,xg_MSFT_rf,xgboost,8.74803066427332,-0.0017636779559404,-0.015457011042660118,0.38998671310565514,
20260417_0729,xg_MSFT_rf,xgboost,8.400362999482411,0.0012955833592793,0.010709536681639504,0.39416329011501217,
20260417_0729,xg_MSFT_rf,xgboost,8.08254327340847,-0.0189004860747803,-0.15292290645090295,0.333886694174374,
20260417_0729,xg_MSFT_rf,xgboost,9.258222395329362,-0.020303916288615,-0.1885660120571085,0.2709270117749809,
20260417_0729,xg_MSFT_rf,xgboost,9.887969324880869,-0.0030595379492075,-0.030567490854848434,0.2626454528202178,
20260417_0729,xg_MSFT_rf,xgboost,8.847610430043115,0.012399192282287,0.10918304351345368,0.29132188272409837,
20260417_0729,xg_MSFT_rf,xgboost,8.975282650912213,-0.008003254900469,-0.07189531096944211,0.27037720537344595,
20260417_0729,xg_MSFT_rf,xgboost,7.855779373322141,0.028889129650246,0.22638687718083655,0.3315870565588221,
20260417_0729,xg_MSFT_rf,xgboost,9.335469252058216,0.017464886942351,0.16230307010162276,0.38540465384427935,
20260417_0729,xg_MSFT_rf,xgboost,8.891183420814828,0.001167740757773,0.010160454349699347,0.38932054023582585,
20260417_0729,xg_MSFT_rf,xgboost,9.1850904934365,-0.0319183170833361,-0.29331958434495303,0.27512520119690087,
20260417_0729,xg_MSFT_rf,xgboost,9.736828489289609,-0.0173487063886378,-0.16919724761513574,0.2285747744048248,
20260417_0729,xg_MSFT_rf,xgboost,10.089101546211635,-0.017328040321807,-0.1750004949320216,0.18857407575500526,
20260417_0729,xg_MSFT_rf,xgboost,9.747299939586146,0.0056144135887954,0.05455447243156429,0.19886163497208942,
20260417_0729,xg_MSFT_rf,xgboost,8.741723520144154,0.0108767825778748,0.09457903787478131,0.2176697770779556,
20260417_0729,xg_MSFT_rf,xgboost,7.900124362893046,-0.0255287830965714,-0.20210136087486147,0.17367841890917304,
