Date,Close,High,Low,Open,Volume,sentiment_score,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,MACD_SIGNAL,BB_LOWER,BB_MIDDLE,BB_UPPER
2010-01-04,6.412383079528809,6.427064888954929,6.363543460401331,6.39500453775006,493729600,0.0,,,,,,,,,,
2010-01-05,6.4234700202941895,6.459725290605371,6.389611445497968,6.430062033095977,601904800,0.0,,,,,100.0,,,,,
2010-01-06,6.321295738220215,6.448938266901206,6.314703725923095,6.423469528529809,552160000,0.0,,,,,58.51708877178446,,,,,
2010-01-07,6.309609413146973,6.35215745553289,6.2637661647555,6.344666532568945,477131200,0.0,,,,,55.67242826900021,,,,,
2010-01-08,6.351559162139893,6.352158836156636,6.264067963250084,6.301221349029273,447610800,0.0,,,,,62.68486336111959,,,6.259674041673497,6.3636634826660154,6.467652923658534
2010-01-11,6.295528411865234,6.382121091125056,6.2457894776861576,6.376128352055447,462229600,0.0,,,,,51.06502216855301,,,6.2385497856484315,6.3402925491333,6.442035312618169
2010-01-12,6.2239155769348145,6.285340348320906,6.184963975653417,6.267961006095432,594459600,0.0,,,,,40.684568483496925,,,6.205448511888281,6.300381660461426,6.395314809034571
2010-01-13,6.311708450317383,6.320098286135542,6.115451420213252,6.228412166468543,605892000,0.0,,,,,53.23518616772817,,,6.205271837313262,6.29846420288086,6.391656568448457
2010-01-14,6.275153160095215,6.306015366554697,6.262868444932306,6.295528473130166,432894000,0.0,,,,,48.62195245894805,,,6.1974105429497515,6.291572952270508,6.385735361591265
2010-01-15,6.1702799797058105,6.340170460685832,6.168482158738376,6.320094793216149,594067600,0.0,,,,,38.35339610017834,,,6.139525187086643,6.255317115783692,6.371109044480741
2010-01-19,6.443246841430664,6.447741396717821,6.209535967239867,6.242195202178268,730007600,0.0,,,,,61.276776821013605,,,6.078113958156384,6.2848608016967775,6.491607645237171
2010-01-20,6.344069004058838,6.458527130824762,6.277251157199408,6.4393507640199505,612152800,0.0,,,6.3235182364781695,,53.49354006987714,,,6.109772982432423,6.308891487121582,6.5080099918107415
2010-01-21,6.234403133392334,6.391409703168886,6.208635154417112,6.354555556501909,608154400,0.0,,,6.30980822061881,,46.46546831578607,,,6.083684062470596,6.293430423736572,6.503176785002548
2010-01-22,5.925185680389404,6.217324935919149,5.9075078986155605,6.195751873393717,881767600,0.0,,,6.2506355221219785,,33.214671383523786,,,5.830031003423908,6.22343692779541,6.616842852166911
2010-01-25,6.084588050842285,6.133427271282473,5.998294613398157,6.067808782451741,1065699600,0.0,,,6.225089757309718,,42.34278071659154,,,5.794287681125726,6.206298542022704,6.6183094029196825
2010-01-26,6.170582294464111,6.403395010144516,6.0699066768912555,6.170881931422055,1867110000,0.0,,,6.216703993795009,,46.584359112332976,,,5.835514289217359,6.151765632629395,6.468016976041431
2010-01-27,6.228710174560547,6.309609746550187,5.978518534985298,6.197847970367608,1722568400,0.0,,,6.2185510985281685,,49.29946121904743,,,5.871219098701609,6.128693866729737,6.3861686347578654
2010-01-28,5.971328258514404,6.157398813283011,5.953650477678382,6.14032030637698,1173502400,0.0,,,6.180516815449128,,39.68148198741203,,,5.819094332289252,6.07607889175415,6.333063451219049
2010-01-29,5.754695892333984,6.0585209718287905,5.700462802205497,6.0249624320878645,1245952400,0.0,,,6.115005904200644,,33.71877524316043,,,5.666819660398737,6.041980934143067,6.417142207887396
2010-02-01,5.834696292877197,5.8727493827024215,5.731923226685821,5.763983577940364,749876400,0.0,6.204320430755615,,6.071881348612422,,37.45636951740145,,,5.5804101150667496,5.992002582550049,6.403595050033349
2010-02-02,5.868553638458252,5.882336935227896,5.79424569090293,5.870052222938982,698342400,0.0,6.177128958702087,,6.040600162434857,,39.023515457225685,,,5.564836676617051,5.9315968513488775,6.298357026080704
2010-02-03,5.969531059265137,5.998595447851356,5.825408864467199,5.847881239136062,615328000,0.0,6.154432010650633,,6.0296664542549,,43.565320306952756,,,5.694717951389824,5.879761028289796,6.064804105189768
2010-02-04,5.754396438598633,5.94376219139486,5.740013864923577,5.894622531437086,757652000,0.0,6.126087045669554,,5.987317221077013,,37.20676174704897,,,5.6570403951118164,5.836374664306642,6.015708933501467
2010-02-05,5.856569766998291,5.87275016328978,5.718440324978769,5.7717749052482965,850306800,0.0,6.103435063362121,,5.967202228141825,,41.56865998610055,,,5.702407146845022,5.856749439239503,6.011091731633984
2010-02-08,5.816418647766113,5.929079728870104,5.812823004742717,5.8634608438902935,478270800,0.0,6.076678037643431,,5.944004754237869,,40.38155139706629,,,5.695312541748716,5.853093910217286,6.010875278685856
2010-02-09,5.878442287445068,5.917693523620398,5.835295371279979,5.885333536521226,632886800,0.0,6.055823731422422,,5.933918220885131,6.124243094370915,43.08545952693101,-0.19032487348578453,,5.69607811753384,5.855071640014649,6.0140651624954575
